date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,humidity,visibilityKm,pressureMB,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2018-02-02,400,4,39,13,21,319,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,81,10,1011,6,3,37,0,32,-2,29,22,35,-2,29
2018-02-02,500,4,40,13,21,321,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,81,10,1011,8,3,37,0,32,-2,29,22,35,-2,29
2018-02-02,600,5,41,13,21,323,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1012,9,3,37,0,32,-2,29,22,35,-2,29
2018-02-02,700,5,42,13,21,324,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1012,11,3,38,0,33,-1,29,21,34,-1,29
2018-02-02,800,6,42,13,21,325,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,81,10,1012,13,3,38,0,33,-1,30,21,33,-1,30
2018-02-02,900,6,43,13,22,327,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,81,10,1012,15,4,38,1,33,-1,30,20,32,-1,30
2018-02-02,1000,7,44,14,22,331,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,77,10,1012,28,5,40,1,34,0,33,19,31,0,33
2018-02-02,1100,7,44,14,22,334,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,73,10,1012,41,6,42,1,34,2,35,18,29,2,35
2018-02-02,1200,7,45,14,22,338,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,69,10,1013,54,7,44,1,35,3,37,17,28,3,37
2018-02-02,1300,7,45,13,21,339,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,68,10,1013,50,7,44,2,35,3,38,17,27,3,38
2018-02-02,1400,7,45,12,20,339,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,68,10,1012,45,7,45,2,35,4,39,16,26,4,39
2018-02-02,1500,7,44,12,19,339,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,67,10,1012,41,7,45,2,35,4,39,16,25,4,39
2018-02-02,1600,7,44,10,16,335,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,72,10,1012,31,6,44,2,35,4,38,14,23,4,38
2018-02-02,1700,6,43,8,13,331,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,77,10,1012,20,6,42,2,35,3,37,13,20,3,37
2018-02-02,1800,6,42,6,10,327,NNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,81,10,1013,9,5,41,2,35,2,36,11,18,2,36
2018-02-02,1900,6,42,6,10,321,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1013,7,5,40,2,36,2,36,10,16,2,36
2018-02-02,2000,5,41,5,9,316,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1013,5,5,40,2,36,3,37,8,14,3,37
2018-02-02,2100,5,41,5,8,310,NW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,86,10,1013,3,5,40,2,36,3,37,7,12,3,37
2018-02-02,2200,5,40,5,7,300,WNW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1013,35,4,39,2,35,2,35,7,12,2,35
2018-02-02,2300,5,40,4,7,290,WNW,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,88,10,1012,68,3,38,1,34,1,34,7,12,1,34
2018-02-03,0,4,40,4,6,281,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,88,10,1012,100,2,36,1,33,1,33,7,12,1,33
2018-02-03,100,4,40,4,7,279,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,88,10,1011,100,3,37,1,34,1,34,8,13,1,34
2018-02-03,200,4,40,5,8,277,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,89,10,1010,100,3,38,2,35,1,34,8,13,1,34
2018-02-03,300,5,40,5,9,276,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,89,10,1010,100,4,39,2,36,2,35,9,14,2,35
2018-02-03,400,5,40,5,8,267,W,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.3,89,10,1009,100,4,39,2,36,2,36,8,13,2,36
2018-02-03,500,5,41,4,7,259,WSW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,0.6,89,9,1008,100,4,39,3,37,2,36,7,11,2,36
2018-02-03,600,5,41,4,6,251,WSW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,0.9,89,9,1007,100,4,40,3,37,3,37,6,10,3,37
2018-02-03,700,5,42,4,6,221,SW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,1.0,89,9,1007,100,5,40,3,37,3,38,6,9,3,38
2018-02-03,800,6,42,4,6,191,SSW,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,1.0,88,9,1006,100,5,41,3,37,3,38,6,9,3,38
2018-02-03,900,6,42,4,6,162,SSE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.1,87,9,1005,100,5,41,3,37,4,39,6,9,4,39
2018-02-03,1000,6,43,4,7,155,SSE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.0,88,9,1005,100,5,42,3,38,4,39,6,9,4,39
2018-02-03,1100,6,43,5,7,149,SSE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.0,88,9,1005,100,6,42,4,39,4,40,6,10,4,40
2018-02-03,1200,6,43,5,8,143,SE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,0.9,89,9,1005,100,6,43,4,40,5,40,6,10,5,40
2018-02-03,1300,6,43,5,9,101,ESE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.2,90,9,1004,100,6,43,4,40,4,39,7,12,4,39
2018-02-03,1400,6,42,6,10,59,ENE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.5,91,9,1004,100,6,43,4,40,4,39,8,13,4,39
2018-02-03,1500,5,42,6,10,17,NNE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.8,92,9,1004,100,6,42,5,40,3,38,9,14,3,38
2018-02-03,1600,5,41,7,12,14,NNE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light rain,1.8,92,9,1005,100,6,42,4,40,3,37,10,16,3,37
2018-02-03,1700,4,40,8,13,11,N,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,1.9,92,9,1005,100,5,42,4,39,2,36,11,18,2,36
2018-02-03,1800,4,39,9,14,8,N,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,1.9,91,9,1005,100,5,41,4,39,2,36,13,21,2,36
2018-02-03,1900,3,38,8,13,14,NNE,296,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light rain,1.3,91,9,1006,100,5,41,4,39,2,36,12,19,2,36
2018-02-03,2000,3,37,7,12,19,NNE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.7,91,10,1007,100,5,41,4,39,2,36,11,17,2,36
2018-02-03,2100,2,36,6,10,25,NNE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,91,10,1008,100,5,41,4,38,2,36,9,15,2,36
2018-02-03,2200,2,36,8,13,29,NNE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,89,10,1009,87,5,41,3,38,2,35,12,20,2,35
2018-02-03,2300,2,35,10,16,33,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1010,74,5,40,3,37,1,34,15,24,1,34
2018-02-04,0,1,34,12,19,37,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1012,61,4,40,2,36,0,33,18,29,0,33
2018-02-04,100,1,35,12,20,33,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1013,53,4,38,2,35,-1,31,19,30,-1,31
2018-02-04,200,2,35,13,20,30,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,89,10,1014,45,3,37,1,34,-2,29,19,31,-2,29
2018-02-04,300,2,35,13,21,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,92,10,1016,38,2,35,1,33,-3,27,20,32,-3,27
2018-02-04,400,2,36,13,21,29,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,89,10,1017,28,2,35,0,32,-3,26,21,34,-3,26
2018-02-04,500,3,37,14,22,33,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,87,10,1019,19,2,35,0,31,-4,25,22,35,-4,25
2018-02-04,600,3,38,15,23,37,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1020,9,1,34,-1,30,-4,25,23,37,-4,25
2018-02-04,700,3,38,14,23,36,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1021,6,1,35,-1,30,-4,25,22,36,-4,25
2018-02-04,800,4,39,14,23,35,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,79,10,1023,4,2,35,-2,29,-4,26,22,35,-4,26
2018-02-04,900,4,40,14,23,34,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,77,10,1024,2,2,35,-2,29,-3,26,21,34,-3,26
2018-02-04,1000,5,40,15,24,37,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,72,10,1024,20,3,37,-2,29,-2,28,21,34,-2,28
2018-02-04,1100,5,41,16,26,39,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,67,10,1025,39,4,39,-2,29,-1,31,22,35,-1,31
2018-02-04,1200,5,41,17,28,42,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,63,10,1026,57,5,41,-1,29,0,33,22,35,0,33
2018-02-04,1300,5,41,17,27,40,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,63,10,1026,63,5,41,-1,30,1,33,22,35,1,33
2018-02-04,1400,5,41,16,26,38,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,63,10,1026,69,5,41,-1,30,1,33,21,35,1,33
2018-02-04,1500,5,40,16,26,35,NE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,64,10,1026,74,5,41,-1,30,1,33,21,34,1,33
2018-02-04,1600,4,39,15,24,33,NNE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,68,10,1027,49,4,40,-1,30,0,32,21,35,0,32
2018-02-04,1700,3,38,14,22,31,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,72,10,1027,25,3,38,-1,30,-1,30,22,35,-1,30
2018-02-04,1800,3,37,13,21,29,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,76,10,1028,0,3,37,-1,30,-2,28,22,35,-2,28
2018-02-04,1900,2,36,13,20,29,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,77,10,1028,0,2,36,-1,30,-3,27,21,34,-3,27
2018-02-04,2000,2,35,12,20,30,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,79,10,1028,0,2,35,-1,29,-3,27,21,33,-3,27
2018-02-04,2100,1,35,12,19,30,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,80,10,1028,0,2,35,-2,29,-3,26,20,32,-3,26
2018-02-04,2200,1,34,12,19,30,NNE,113,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,81,10,1028,0,1,34,-2,29,-4,26,20,31,-4,26
2018-02-04,2300,1,33,12,19,30,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1028,1,1,34,-2,29,-4,25,19,30,-4,25
2018-02-05,0,0,33,11,18,30,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1029,1,1,33,-2,29,-4,25,18,30,-4,25
2018-02-05,100,1,33,11,18,28,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1028,3,1,33,-2,29,-4,25,18,29,-4,25
2018-02-05,200,1,33,11,18,27,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,84,10,1028,5,1,33,-2,29,-4,24,18,29,-4,24
2018-02-05,300,1,34,11,18,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1028,7,0,33,-2,29,-5,24,18,29,-5,24
2018-02-05,400,1,35,12,19,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,84,10,1027,7,0,33,-2,28,-5,24,18,29,-5,24
2018-02-05,500,2,36,12,19,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1027,8,0,33,-2,28,-5,24,18,30,-5,24
2018-02-05,600,3,37,12,19,26,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1027,8,0,33,-2,28,-5,24,19,30,-5,24
2018-02-05,700,3,37,12,20,28,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,80,10,1027,18,1,33,-2,28,-4,24,19,30,-4,24
2018-02-05,800,3,38,13,21,31,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,78,10,1027,28,1,34,-2,28,-4,25,19,30,-4,25
2018-02-05,900,4,39,13,22,34,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,76,10,1027,37,2,35,-2,28,-4,26,19,31,-4,26
2018-02-05,1000,4,40,13,21,39,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,72,10,1027,57,3,37,-2,29,-2,28,18,29,-2,28
2018-02-05,1100,5,40,13,21,44,NE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,69,10,1026,76,4,38,-2,29,-1,30,17,27,-1,30
2018-02-05,1200,5,41,13,21,49,NE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,66,10,1026,95,5,40,-1,30,0,33,16,26,0,33
2018-02-05,1300,5,41,13,21,50,NE,122,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,64,10,1025,88,5,41,-1,29,1,33,16,26,1,33
2018-02-05,1400,5,40,13,20,52,NE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,62,10,1025,81,5,41,-2,29,1,34,16,26,1,34
2018-02-05,1500,4,40,12,20,54,NE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,61,10,1024,75,5,41,-2,29,1,34,16,26,1,34
2018-02-05,1600,4,39,11,18,50,NE,176,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.1,66,10,1024,52,4,39,-2,28,0,32,16,26,0,32
2018-02-05,1700,3,38,10,17,47,NE,179,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0029_sleet_showers_night.png,Patchy snow possible,0.0,71,9,1024,29,3,37,-2,28,-1,30,16,26,-1,30
2018-02-05,1800,3,37,9,15,43,NE,179,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0029_sleet_showers_night.png,Patchy snow possible,0.0,76,9,1023,7,2,35,-2,28,-2,28,17,27,-2,28
2018-02-05,1900,2,36,9,15,42,NE,179,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0029_sleet_showers_night.png,Patchy snow possible,0.0,78,9,1023,8,1,34,-2,28,-3,27,16,26,-3,27
2018-02-05,2000,2,35,9,15,40,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,80,10,1023,9,1,34,-2,28,-3,26,16,25,-3,26
2018-02-05,2100,1,34,9,15,39,NE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,82,10,1023,11,1,33,-2,28,-4,26,15,25,-4,26
2018-02-05,2200,1,33,9,15,33,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1023,25,0,33,-2,28,-4,25,15,25,-4,25
2018-02-05,2300,0,33,9,15,27,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,84,10,1022,40,0,32,-2,28,-4,25,15,25,-4,25
2018-02-06,0,0,32,9,15,21,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1022,54,0,32,-2,28,-4,24,15,24,-4,24
2018-02-06,100,0,32,10,16,19,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1021,54,0,32,-2,28,-5,24,16,25,-5,24
2018-02-06,200,0,33,10,16,17,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1020,53,0,32,-2,28,-5,23,16,25,-5,23
2018-02-06,300,1,33,10,17,16,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,85,10,1019,53,0,31,-3,28,-5,23,16,26,-5,23
2018-02-06,400,1,34,11,17,14,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,83,10,1019,59,0,32,-3,27,-5,23,16,26,-5,23
2018-02-06,500,1,34,11,17,12,NNE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,81,10,1019,66,0,32,-3,27,-5,23,16,25,-5,23
2018-02-06,600,2,35,11,18,10,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,79,10,1018,73,0,32,-3,26,-5,23,16,25,-5,23
2018-02-06,700,2,36,11,18,10,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,77,10,1018,49,0,32,-3,26,-5,23,16,25,-5,23
2018-02-06,800,2,36,11,18,11,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,75,10,1018,26,0,32,-4,25,-5,23,15,25,-5,23
2018-02-06,900,3,37,11,18,12,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,73,10,1018,2,0,32,-4,25,-5,24,15,24,-5,24
2018-02-06,1000,3,38,11,18,12,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,67,10,1018,3,1,34,-4,24,-3,26,15,23,-3,26
2018-02-06,1100,3,38,11,18,12,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,61,10,1017,3,2,36,-5,24,-2,28,14,22,-2,28
2018-02-06,1200,4,39,11,18,12,NNE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,55,10,1017,4,3,38,-5,23,-1,30,13,21,-1,30
2018-02-06,1300,4,38,11,18,8,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,55,10,1017,5,3,38,-5,23,-1,31,13,22,-1,31
2018-02-06,1400,3,38,11,18,5,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,54,10,1017,5,4,38,-5,23,0,31,14,22,0,31
2018-02-06,1500,3,38,11,17,2,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,53,10,1017,6,4,39,-5,23,0,32,14,22,0,32
2018-02-06,1600,3,37,10,16,119,ESE,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,57,10,1017,21,3,37,-5,23,-1,30,15,24,-1,30
2018-02-06,1700,2,36,10,16,236,WSW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,62,10,1017,36,2,35,-5,23,-2,28,15,25,-2,28
2018-02-06,1800,2,35,9,15,353,N,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,66,10,1017,51,1,34,-5,23,-3,26,16,26,-3,26
2018-02-06,1900,1,35,10,16,236,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,70,10,1018,60,1,33,-4,24,-4,25,16,26,-4,25
2018-02-06,2000,1,34,10,16,118,ESE,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,74,10,1018,70,0,33,-4,25,-4,24,17,27,-4,24
2018-02-06,2100,1,33,11,17,1,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,78,10,1019,80,0,32,-3,26,-5,24,17,27,-5,24
2018-02-06,2200,0,33,13,20,1,N,119,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Cloudy,0.0,76,8,1019,78,1,33,-3,27,-4,24,19,31,-4,24
2018-02-06,2300,0,32,15,24,1,N,332,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Moderate snow,0.1,75,7,1019,77,1,34,-3,27,-4,25,21,34,-4,25
2018-02-07,0,0,32,17,27,1,N,332,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Moderate snow,0.1,74,5,1020,76,2,35,-2,28,-4,26,23,37,-4,26
2018-02-07,100,0,32,15,25,115,ESE,332,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Moderate snow,0.1,76,7,1019,65,1,34,-2,28,-4,24,22,36,-4,24
2018-02-07,200,0,32,14,23,229,SW,116,http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,78,8,1019,55,1,33,-3,27,-5,23,21,35,-5,23
